URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ltc-ig.fhir.tw/ValueSet/AddressUseVS-TWLTC,0.1.1,active,,AddressUseVSTWLTC,地址用途擴展值集,"地址的用途，新增戶籍地與現居地等代碼",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ConditionDisabilityTypeVS-TWLTC,0.1.1,active,,ConditionDisabilityTypeVSTWLTC,身心障礙類型值集,"個案身心障礙類型",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ConditionDisabilityVS-TWLTC,0.1.1,active,,ConditionDisabilityVSTWLTC,身心障礙手冊持有狀況值集,"個案持有身心障礙手冊的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ConditionSeverityVS-TWLTC,0.1.1,active,,ConditionSeverityVSTWLTC,疾病嚴重度擴展值集,"用以表述疾病嚴重度之擴展值集，包含疾病嚴重度之描述內容。配合身心障礙手冊障礙程度分級，包含輕度、中度、重度、極重度等代碼。",,"Other"
http://ltc-ig.fhir.tw/ValueSet/EconomyStatusVS-TWLTC,0.1.1,active,,EconomyStatusVSTWLTC,個案經濟狀況值集,"用以表述個案經濟狀況之值集，包含個案經濟狀況之描述內容。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/EducationStatusVS-TWLTC,0.1.1,active,,EducationStatusVSTWLTC,教育程度值集,"用以表述教育程度之值集，包含教育程度之描述內容。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/GoalDescriptionVS-TWLTC,0.1.1,active,,GoalDescriptionVSTWLTC,照顧目標描述值集,"照顧目標的描述值集，用以表述長期照顧情境中涉及之照顧目標描述內容。本值集比照 US Core Goal Profile 中的 description 元素定義，引用 SNOMED CT 與 LOINC 等術語系統。",,"SCT,LOINC"
http://ltc-ig.fhir.tw/ValueSet/PatientIdentityVS-TWLTC,0.1.1,active,,PatientIdentityVSTWLTC,個案身分別值集,"個案身分別的值集",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralCarePlanVS-TWLTC,0.1.1,active,,ReferralCarePlanVSTWLTC,轉介單申請服務種類值集,"轉介單申請服務種類的值集",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionCaregiverVS-TWLTC,0.1.1,active,,ReferralConditionCaregiverVSTWLTC,看護狀況值集,"個案雇用看護的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionCrushVS-TWLTC,0.1.1,active,,ReferralConditionCrushVSTWLTC,壓傷狀況值集,"個案壓傷的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionResidenceVS-TWLTC,0.1.1,active,,ReferralConditionResidenceVSTWLTC,居住狀況值集,"個案的居住狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionTubeVS-TWLTC,0.1.1,active,,ReferralConditionTubeVSTWLTC,管路狀況值集,"個案持有管路的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/RelationshipTypeVS-TWLTC,0.1.1,active,,RelationshipTypeVSTWLTC,關係類型擴展值集,"關係人與個案的關係類型擴展代碼值集，新增孫媳婦、孫女婿、聘用看護-本國籍、聘用看護-外國籍等代碼",,"THO (V3),THO (V2),Internal"
